SystematicID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPCC188.02,21.70419474,-3.589322002,1.169983458,-3.067839958,0.002156121,0.005745351
SPCC18B5.06,91.9585604,-2.93796145,0.491040265,-5.983137555,2.19E-09,2.60E-08
SPCC1919.10c,19.21854313,-4.18566628,1.114386308,-3.756028094,0.000172631,0.000620238
SPCC23B6.01c,127.6795283,-2.339758041,0.400326039,-5.844631159,5.08E-09,5.36E-08
SPCC24B10.04,20.58919518,-2.75049807,0.811915665,-3.38766474,0.000704904,0.002189207
SPCC24B10.08c,23.83431711,-3.846236834,0.805892681,-4.772641478,1.82E-06,1.07E-05
SPCC24B10.09,27.23448194,-5.456424769,1.111178985,-4.910482329,9.09E-07,5.74E-06
SPCC285.09c,16.18681992,-5.563153307,1.544825549,-3.601153096,0.000316809,0.001080898
SPCC306.04c,29.93904814,-2.891803116,0.646360697,-4.473977344,7.68E-06,3.93E-05
SPCC306.08c,142.7428364,-5.245786113,0.414918014,-12.64294615,1.22E-36,7.62E-34
SPCC320.04c,25.17663205,-4.088616754,1.033575835,-3.95579755,7.63E-05,0.000300774
SPCC330.12c,53.4954239,-4.71081786,0.65742417,-7.165568407,7.75E-13,2.04E-11
SPCC338.08,22.50610775,-5.00543057,1.102288207,-4.540945405,5.60E-06,2.93E-05
SPCC338.16,25.84197392,-4.031483834,0.915562866,-4.403284563,1.07E-05,5.25E-05
SPCC364.03,15.41380076,-4.201434127,1.383094107,-3.037706621,0.002383859,0.006277646
SPCC364.05,127.8270111,-2.442433622,0.50310151,-4.854753114,1.21E-06,7.35E-06
SPCC4B3.03c,151.5566056,-3.113233742,0.28569317,-10.89712345,1.19E-27,2.65E-25
SPCC4B3.08,37.43404009,-2.05834667,0.532956855,-3.862126268,0.000112404,0.000423898
SPCC4B3.13,346.1525022,-3.058939682,0.254042819,-12.04103973,2.16E-33,1.12E-30
SPCC4F11.02,35.17139996,-4.335976833,0.723478688,-5.993233669,2.06E-09,2.46E-08
SPCC4G3.04c,64.64850761,-4.429615348,0.55597503,-7.967291895,1.62E-15,6.92E-14
SPCC4G3.11,24.61493588,-2.340120178,0.672196909,-3.481301606,0.000498983,0.001604059
SPCC4G3.15c,138.0315253,-2.764889983,0.327280449,-8.448075619,2.96E-17,1.68E-15
SPCC550.07,102.6885692,-3.754664737,0.399619858,-9.39559098,5.69E-21,5.21E-19
SPCC550.08,86.58304964,-4.236547543,0.513645524,-8.247998561,1.61E-16,8.36E-15
SPCC550.11,102.2698985,-2.620534371,0.339827428,-7.711368051,1.24E-14,4.67E-13
SPCC550.15c,81.29309997,-2.415524151,0.430902015,-5.605738815,2.07E-08,1.87E-07
SPCC553.01c,20.21688115,-4.631999326,1.14208268,-4.055747808,5.00E-05,0.000209515
SPCC553.03,107.1715154,-2.891666628,0.370221011,-7.810649707,5.69E-15,2.27E-13
SPCC569.04,70.31401601,-6.923074674,0.928886174,-7.453092608,9.12E-14,2.96E-12
SPCC576.11,11.26533695,-4.789145307,1.658300337,-2.887984282,0.003877192,0.009661964
SPCC584.01c,58.69945508,-2.434055685,0.777832201,-3.129281203,0.001752345,0.004821335
SPCC594.05c,38.34289886,-2.568875739,0.526374148,-4.880322772,1.06E-06,6.60E-06
SPCC613.08,26.5602284,-4.122967777,1.004298757,-4.105320004,4.04E-05,0.000172761
SPCC63.02c,24.88518725,-4.28651617,1.095227936,-3.913811937,9.09E-05,0.000352867
SPCC645.07,38.71471081,-3.605969246,0.769449585,-4.686426919,2.78E-06,1.57E-05
SPCC645.08c,170.0425882,-2.090218964,0.237454931,-8.802592381,1.34E-18,9.25E-17
SPCC645.11c,128.8020163,-3.265938705,0.312616133,-10.44712145,1.51E-25,2.24E-23
SPCC645.12c,132.6257331,-4.053302642,0.386619125,-10.48396827,1.02E-25,1.62E-23
SPCC645.13,171.454253,-3.521029279,0.276581649,-12.73052386,4.00E-37,3.12E-34
SPCC645.14c,52.42066052,-2.75745338,0.506778703,-5.44113903,5.29E-08,4.24E-07
SPCC736.07c,15.39274513,-4.66385992,1.170241466,-3.985382553,6.74E-05,0.000272195
SPCC736.08,18.51914356,-4.136103406,1.100635602,-3.757922601,0.00017133,0.000616986
SPCC736.11,41.69874712,-2.626898774,0.908726022,-2.89074893,0.00384325,0.009585048
SPCC74.05,16.85464889,-4.791022663,1.142788592,-4.192396297,2.76E-05,0.000121442
SPCC777.06c,90.2359299,-2.475987894,0.405934775,-6.099472248,1.06E-09,1.40E-08
SPCC777.09c,64.34483793,-3.618412096,0.589761527,-6.135381722,8.50E-10,1.14E-08
SPCC777.10c,33.7196438,-5.900838966,1.043575979,-5.654441156,1.56E-08,1.45E-07
SPCC777.13,42.3800614,-4.270844591,0.718659002,-5.942797042,2.80E-09,3.24E-08
SPCC794.08,31.51725112,-3.861775503,0.810646854,-4.763819765,1.90E-06,1.11E-05
SPCC825.02,22.36512182,-3.849763659,0.97814282,-3.935788907,8.29E-05,0.0003241
SPCC830.07c,148.8429689,-2.064278601,0.256908993,-8.03505777,9.35E-16,4.22E-14
SPCC895.06,54.8359999,-4.063393038,0.585919445,-6.935071152,4.06E-12,8.89E-11
SPCC895.07,23.07579499,-3.713112552,1.025318253,-3.621424413,0.000292985,0.001009568
SPCC895.08c,193.762128,-2.158547861,0.43524865,-4.959344184,7.07E-07,4.56E-06
SPCC965.12,93.62472137,-2.952563667,0.379343074,-7.783359899,7.06E-15,2.75E-13
SPCC970.01,25.4947502,-2.566978266,0.70118551,-3.660911742,0.000251319,0.00087863
SPCP1E11.10,35.58402901,-3.918660083,0.718321984,-5.455297441,4.89E-08,3.97E-07
SPCP25A2.02c,132.5981006,-3.009172283,0.287064633,-10.48256015,1.04E-25,1.62E-23
SPCPB16A4.03c,28.13389723,-3.720690208,0.794973085,-4.680271922,2.86E-06,1.62E-05
